Merit,Dept.-Univ.
3279,BECM-RUET
3280,BECM-KUET
3281,MSE-RUET
3284,TE-KUET
3285,MSE-RUET
3286,MSE-RUET
3287,WRE-CUET
3289,MSE-RUET
3290,MSE-RUET
3292,TE-KUET
3293,BECM-KUET
3294,BECM-KUET
3295,BECM-RUET
3298,WRE-CUET
3299,WRE-CUET
3300,BECM-KUET
3301,PME-CUET
3302,MSE-RUET
3303,PME-CUET
3305,TE-KUET
3308,MSE-RUET
3309,GCE-RUET
3310,MSE-RUET
3312,WRE-CUET
3314,MSE-RUET
3315,GCE-RUET
3316,MSE-RUET
3317,BECM-KUET
3319,MSE-RUET
3320,BECM-KUET
3324,WRE-CUET
3325,MSE-RUET
3326,BECM-RUET
3327,MSE-RUET
3329,TE-KUET
3331,MSE-RUET
3332,PME-CUET
3335,MSE-RUET
3336,TE-KUET
3337,MSE-RUET
3338,PME-CUET
3340,MSE-RUET
3341,TE-KUET
3342,MSE-RUET
3344,BECM-KUET
3345,MSE-RUET
3346,TE-KUET
3347,MSE-RUET
3348,GCE-RUET
3352,TE-KUET
3353,BECM-KUET
3356,BECM-RUET
3357,TE-KUET
3358,TE-KUET
3359,WRE-CUET
3360,WRE-CUET
3362,GCE-RUET
3363,TE-KUET
3364,WRE-CUET
3365,WRE-CUET
3366,BECM-KUET
3367,GCE-RUET
3370,BECM-KUET
3372,BECM-KUET
3373,WRE-CUET
3374,WRE-CUET
3375,GCE-RUET
3376,BECM-KUET
3377,GCE-RUET
3378,TE-KUET
3382,URP-CUET
3383,TE-KUET
3386,BECM-RUET
3387,BECM-RUET
3388,WRE-CUET
3391,TE-KUET
3392,WRE-CUET
3394,GCE-RUET
3395,WRE-CUET
3396,TE-KUET
3398,URP-KUET
3399,TE-KUET
3401,BECM-RUET
3402,PME-CUET
3403,TE-KUET
3404,TE-KUET
3405,PME-CUET
3407,BECM-RUET
3409,TE-KUET
3411,BECM-RUET
3412,URP-CUET
3413,URP-KUET
3414,GCE-RUET
3417,BECM-RUET
3418,TE-KUET
3419,LE-KUET
3420,PME-CUET
3422,GCE-RUET
3423,PME-CUET
3428,WRE-CUET
3429,WRE-CUET
3430,GCE-RUET
3432,TE-KUET
3434,BECM-RUET
3435,BECM-RUET
3436,LE-KUET
3437,WRE-CUET
3439,TE-KUET
3441,TE-KUET
3442,TE-KUET
3443,PME-CUET
3444,GCE-RUET
3447,URP-KUET
3448,PME-CUET
3452,TE-KUET
3455,TE-KUET
3460,TE-KUET
3462,TE-KUET
3463,URP-RUET
3464,GCE-RUET
3468,BECM-RUET
3469,GCE-RUET
3473,GCE-RUET
3474,LE-KUET
3475,BECM-RUET
3476,BECM-RUET
3477,URP-RUET
3479,BECM-RUET
3480,GCE-RUET
3483,PME-CUET
3487,TE-KUET
3488,TE-KUET
3490,BECM-RUET
3491,GCE-RUET
3492,URP-KUET
3493,TE-KUET
3496,GCE-RUET
3501,TE-KUET
3504,TE-KUET
3505,PME-CUET
3506,TE-KUET
3508,URP-CUET
3510,URP-CUET
3511,TE-KUET
3513,TE-KUET
3515,TE-KUET
3519,TE-KUET
3521,GCE-RUET
3522,TE-KUET
3523,GCE-RUET
3524,URP-CUET
3528,GCE-RUET
3529,URP-KUET
3531,GCE-RUET
3532,GCE-RUET
3534,LE-KUET
3537,TE-KUET
3538,URP-KUET
3539,URP-KUET
3541,GCE-RUET
3542,LE-KUET
3543,GCE-RUET
3545,LE-KUET
3547,LE-KUET
3548,URP-CUET
3549,URP-CUET
3554,GCE-RUET
3555,URP-KUET
3556,URP-KUET
3557,URP-KUET
3560,URP-KUET
3562,GCE-RUET
3563,URP-CUET
3564,GCE-RUET
3565,GCE-RUET
3566,GCE-RUET
3570,GCE-RUET
3573,URP-KUET
3574,LE-KUET
3575,URP-KUET
3577,URP-CUET
3578,URP-CUET
3580,URP-KUET
3581,URP-CUET
3582,LE-KUET
3585,URP-KUET
3586,LE-KUET
3589,GCE-RUET
3590,GCE-RUET
3591,URP-RUET
3594,URP-CUET
3597,LE-KUET
3598,GCE-RUET
3599,GCE-RUET
3600,LE-KUET
3602,GCE-RUET
3606,GCE-RUET
3610,URP-CUET
3611,GCE-RUET
3612,GCE-RUET
3613,GCE-RUET
3614,LE-KUET
3615,GCE-RUET
3616,URP-KUET
3617,URP-KUET
3619,URP-KUET
3620,URP-CUET
3621,URP-CUET
3622,URP-KUET
3624,GCE-RUET
3625,GCE-RUET
3626,GCE-RUET
3627,URP-CUET
3635,GCE-RUET
3638,GCE-RUET
3640,GCE-RUET
3643,URP-KUET
3645,URP-RUET
3647,GCE-RUET
3655,GCE-RUET
3659,GCE-RUET
3663,GCE-RUET
3664,URP-RUET
3665,LE-KUET
3668,URP-CUET
3673,GCE-RUET
3674,URP-CUET
3677,GCE-RUET
3678,URP-CUET
3679,URP-RUET
3686,URP-CUET
3688,GCE-RUET
3692,URP-CUET
3693,URP-CUET
3694,GCE-RUET
3698,URP-KUET
3707,URP-KUET
3709,GCE-RUET
3711,LE-KUET
3712,GCE-RUET
3714,URP-KUET
3716,URP-CUET
3718,URP-KUET
3719,LE-KUET
3720,URP-KUET
3722,URP-CUET
3723,GCE-RUET
3724,GCE-RUET
3726,LE-KUET
3727,URP-CUET
3728,LE-KUET
3730,URP-KUET
3731,URP-CUET
3732,URP-RUET
3733,URP-KUET
3734,LE-KUET
3735,LE-KUET
3736,LE-KUET
3739,URP-CUET
3740,URP-CUET
3741,URP-KUET
3742,LE-KUET
3743,LE-KUET
3744,LE-KUET
3745,URP-CUET
3749,LE-KUET
3750,LE-KUET
3753,URP-CUET
3762,LE-KUET
3763,URP-RUET
3766,URP-RUET
3768,LE-KUET
3773,URP-CUET
3775,LE-KUET
3776,LE-KUET
3777,URP-CUET
3778,URP-CUET
3781,URP-KUET
3784,LE-KUET
3791,LE-KUET
3792,LE-KUET
3793,LE-KUET
3794,URP-CUET
3801,LE-KUET
3802,LE-KUET
3803,URP-CUET
3804,LE-KUET
3805,LE-KUET
3807,URP-RUET
3810,URP-KUET
3814,URP-KUET
3816,LE-KUET
3820,URP-RUET
3821,URP-CUET
3822,URP-CUET
3824,URP-RUET
3826,URP-RUET
3829,LE-KUET
3830,URP-CUET
3835,LE-KUET
3836,LE-KUET
3837,URP-KUET
3838,URP-KUET
3839,LE-KUET
3844,URP-CUET
3849,URP-CUET
3851,URP-CUET
3852,LE-KUET
3854,URP-CUET
3856,URP-KUET
3857,URP-RUET
3861,URP-KUET
3866,LE-KUET
3867,LE-KUET
3868,LE-KUET
3869,URP-KUET
3870,URP-KUET
3875,URP-KUET
3876,URP-CUET
3878,URP-KUET
3879,LE-KUET
3880,URP-CUET
3883,URP-KUET
3886,LE-KUET
3891,URP-RUET
3893,URP-CUET
3894,LE-KUET
3897,URP-RUET
3898,URP-CUET
3899,LE-KUET
